guid,full_name,parent_organization,category,description,eligibility_requirements,min_age,max_age,services_provided,keywords,website,program_email,full_address,intake_instructions,latitude,longitude,text_message_instructions,phone_label_1,phone_1,phone_1_ext,phone_label_2,phone_2,phone_2_ext,crisis_line_label,crisis_line_number,financial_information,languages_offered,building_description,ADA_accessibility_notes,transit_instructions,blog_link,twitter_link,facebook_link,youtube_link,instagram_link,covid_message,city,cost_keywords,agency_verified,date_agency_verified,image_url,office_entrance_image_url
185,School Busing (NCSD),,Transportation: General,NCSD provides busing to and from school. Parents are required to register their student to use the district busing.,,,,,,https://www.natronaschools.org/,,"Casper, WY",,42.8666,-106.3131,,,307-253-5283,,,,,,,,"Documents,Practicum,Student Teaching,etc",,"ADA/EEO/Title IX)  
 
 
 
     
 Edlio   Login 
    
 Powered by Edlio",,,https://twitter.com/natronaschools?lang=en,https://www.facebook.com/natronaschools/,https://www.youtube.com/user/NatronaCountySD1,https://www.instagram.com/natronaschools/,,Casper,,,,,
186,School District Student Support Services,,Emergency Services: General,"The direct point of contact for school safety including student abuse or neglect investigations, suspension or expulsion, serious injury, student attendance, and extreme behavior.",,,,,,,,"970 Glenn Rd, Casper, WY 82601",,42.8613,-106.2904,,,307-253-3150,,,,,,,,,,,,,,,,,,Casper,,,,,
190,SNAP (Supplemental Nutrition Assistance),,Basic Needs: Food,Provides food benefits to low-income families to supplement their grocery budget so they can afford nutritious food.,,,,,,https://www.fns.usda.gov/snap/supplemental-nutrition-assistance-program,,"444 W Collins Suite 2100, Casper, WY 82601",,42.8578,-106.3303,,,,,,,,,,,,Thyra Thompson State Office Building,,,,,,,,,Casper,,,,,
191,Special Education Service Center (NCSD),,Disability: General,"Every school in the district provides special education services including Adult Based Learning Environment (ABLE), Behavior Academic and Social Education (BASE), Functional Life Skills (FLS), and Intensive Life Skills (ILS).",,,,,,,,"970 N Glenn Rd, Casper, WY 82601",,42.8613,-106.2904,,,307-253-5480,,,,,,,,,NCSD Administration Bldg,,,,,,,,,Casper,,,,,
192,Special Olympics Wyoming,,Disability: Intellectual,Providing year-round sports training and athletic competition for children and adults with intellectual disabilities.,,,,,,https://sowy.org/,info@specialolympicswy.org,"239 W 1st St, Casper, WY 82601",,42.8507,-106.3275,,,307-235-3062,,,,,,,,"000 athletes,beyond",,,,https://schema.org/Blog,,https://www.facebook.com/SpecialOlympicsWyoming,,https://www.instagram.com/specialolympicswy/,,Casper,,,,,
193,Stomp Out Bullying,,Technology: Digital Safety,"The leading anti bullying nonprofit, STOMP Out Bullying® is dedicated to changing student culture, reducing & preventing bullying, cyberbullying & other digital abuse. Learn more.",,,,,,https://www.stompoutbullying.org/,,"Casper, WY",,42.8666,-106.3131,,,1764797962,,,,,,,,,,,,https://www.stompoutbullying.org/blog,http://twitter.com/concrete5,https://www.facebook.com/tr?id=554225381868377&ev=PageView,https://www.youtube.com/user/LoveOurChildrenUSA,https://www.instagram.com/theofficialstompoutbullying/,,Casper,,,,,
194,StopBullying.gov,,Technology: Digital Safety,"Official government website on bullying with a section devoted to cyberbullying, including resources for parents and teachers.",,,,,,https://www.stopbullying.gov,,"Casper, WY",,42.8666,-106.3131,,,,,,,,,,,,,,,,,,,,,Casper,,,,,
197,The Arc of Natrona County,,Disability: Intellectual,"Provides case management services, respite, personal care, individual habilitation training, child hub, companion services, homemaking, adult day services, and summer camp.",,,,,,https://arcofnatronacounty.org/,,"305 N Lincoln Street, Casper, WY 82601",,42.8526,-106.3180,,,307-577-4913,,,,,,,free,,,,,,,http://www.facebook.com/The-Arc-of-Natrona-County-97721301511/,,,,Casper,,,,,
201,TRIO Educational Opportunity Center,,Education & Workforce: General,"Provides advising and information on college admissions to qualified adults, veterans, active-duty military families and high school students.",,,,,,,,"125 College Dr, Room 425, Casper, WY 82601",,42.8550,-106.3460,,,307-268-2483,,,,,,,,,Casper College Student Union/UW-Casper Building,,,,,,,,,Casper,,,,,
202,Tuna Lindberg House,,Disability: Intellectual,"Provides adult day services, activities, community living services, supported living services, and help with medical appointments and transportation.",,,,,,https://tunalindberghouse.godaddysites.com/,contact@sansoxygen.com,"4990 W Yellowstone Highway, Mills, WY 82604",Appointments    We understand that caring for an adult with special needs may come with additional responsibilities,42.8450,-106.3800,,,307-333-2221,,,,,,,free,to you in our programs,,,,,,https://www.facebook.com/tunalindberghouse,,,,Mills,,,,,
204,University of Wyoming - Casper,,Education & Workforce: General,Offers students the opportunity to complete a range of degree programs through the University of Wyoming on the Casper College campus. Also offers online and hybrid programs.,,,,,,https://www.uwyo.edu/uwcasper/index.html,edquest@uwyo.edu,"125 College Dr, Room 435, Casper, WY 82601","appointment for advising each
                                 semester",42.8550,-106.3460,,,307-268-2713,,,,,,,,,,"adapt to change, and make a lasting difference
                              in you",Transit &amp; Parking  Student Health Services  Counseling Center  Student Organization,,https://twitter.com/UWyonews,https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FUWCasper%2F&amp;tabs=timeline&amp;width=500&amp;height=500&amp;small_header=true&amp;adapt_container_width=true&amp;hide_cover=true&amp;show_facepile=true&amp;appId,https://www.youtube.com/embed/YAYoYqbt-7s,https://www.instagram.com/uwcasper/,,Casper,,,,,
195,Strong Tower Church Food Pantry,,Basic Needs: Food,Open Sundays 11:30am - 12:30pm.,,,,,Faith-Based,,,"730 East 21st Street, Casper, WY 82601",,42.8340,-106.3140,,,307-333-5947,,,,,,,,,Strong Tower Church,,,,,,,,,Casper,,,,,
184,Salvation Army,,Basic Needs: Clothing,"‘Do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand.’",,,,,Faith-Based,https://www.salvationarmy.org/,,"441 S Center St, Casper, WY 82601",,42.8472,-106.3254,,,307-234-2002,,,,,,,,,The Salvation Army Goodstein Hope Center,,,,https://x.com/SalvArmyIHQ,https://www.facebook.com/SalvationArmyIHQ,https://www.youtube.com/user/SAIHQ,https://www.instagram.com/salvationarmyihq,,Casper,,,,,
188,Self Help Center (Violence),,Violence & Justice: General,"Discover the Self Help Center in Natrona County, dedicated to preventing and supporting victims of domestic violence, sexual assault, and more. Offering 24/7 crisis intervention, safe housing, and comprehensive support. Find hope and recovery today.",,,,,"Crisis,Domestic Violence,Substance Use",https://www.shccasper.com/,,"740 Luker Lane, Evansville, WY 82636",,42.8530,-106.2680,,,307-235-2814,,,,,,,free,,,,,,https://x.com/center2help?s=21&t=J-qFrts9zqnGVvRVJgDhwQ,http://www.facebook.com/2008/fbml,,https://www.instagram.com/selfhelpcenter?igsh=MTN4MnA1MmNnNDgzeQ==,,Evansville,,,,,
183,Safe Ride,,Transportation: General,Natrona County Safe Ride. 126 likes &#xb7; 1 talking about this. PREVENTING DRUNK DRIVING BY PROVIDING FREE RIDES HOME,,,,,Free,https://www.facebook.com/NCSafeRide/,,"Casper, WY",,42.8666,-106.3131,,,266-7233,,,,,,,,,,,,,,https://www.facebook.com/NCSafeRide,,,,Casper,,,,,
196,Telehealth Booth - Library,,Healthcare: General,Access free telehealth services at Natrona County Library. Find out how we can help with your telehealth needs today.,,,,,Telehealth,https://www.natronacountylibrary.org/telehealth/,,"307 East 2nd Street, Casper, WY 82601","appointments 
 Follow-up visits 
 Prescription renewals 
 Health education sessions 
 

		 
	 
                                   H",42.8499,-106.3230,,,307-577-7323,,,,,,,,,Natrona County Public Library,"accessible to all, right here at the Library",,https://www.natronacountylibrary.org/enewsletter/,https://x.com/natronalibrary,https://www.facebook.com/natronalibrary,https://www.youtube.com/channel/UCZKhJzicn5OuElA6sLDZOfA,https://www.instagram.com/natronalibrary/,,Casper,,,,,
187,Self-Help Center,,Family Life: General,"Discover the Self Help Center in Natrona County, dedicated to preventing and supporting victims of domestic violence, sexual assault, and more. Offering 24/7 crisis intervention, safe housing, and comprehensive support. Find hope and recovery today.",,,,,"Crisis,Domestic Violence,Substance Use",https://www.shccasper.com/,,"740 Luker Lane, Evansville, WY 82636",,42.8530,-106.2680,,,307-235-2814,,,,,,,free,,,,,,https://x.com/center2help?s=21&t=J-qFrts9zqnGVvRVJgDhwQ,http://www.facebook.com/2008/fbml,,https://www.instagram.com/selfhelpcenter?igsh=MTN4MnA1MmNnNDgzeQ==,,Evansville,,,,,
199,Trans Lifeline,,LGBTQ+: General,Crisis hotline for transgender individuals.,,,,,Crisis,,,"Casper, WY",,42.8666,-106.3131,,,1-877-565-8860,,,,,,,,,,,,,,,,,,Casper,,,,,
189,Seton House,,Basic Needs: Housing,"Nestled in the heart of Casper, Wyoming, Seton House stands as a beacon of hope and resilience for single-parent families struggling with homelessness. At its core, Seton House is a self-sufficiency program dedicated to empowering families, offering a lifeline on their challenging journey towards independence. Our program combines practical assistance with a nurturing environment, fostering a sense of community and providing the necessary tool...",,,,,"Faith-Based,Homeless Services",https://setonhousecasper.org/,office@setonhousecasper.org,"333 East H Street, Casper, WY 82601",,42.8440,-106.3215,,,307-577-8026,,,,,,,,,,,,,,https://www.facebook.com/setonhousecasper/?fref=ts,https://www.youtube.com/watch?v=zef_tprF39c,,,Casper,,,,,
200,TrevorLifeline for LGBTQ Youth,,LGBTQ+: General,Crisis hotline for LGBTQ youth.,,,,,"Crisis,LGBTQ-Friendly",,,"Casper, WY",,42.8666,-106.3131,,,1-866-488-7386,,,,,,,,,,,,,,,,,,Casper,,,,,
205,Upward Bound,,Education & Workforce: General,The Upward Bound and Upward Bound Math-Science Programs seek to foster a supportive learning environment that encourages students' academic success by providing program participants the skills and motivation necessary to enter and succeed in a program of post-secondary education and to cultivate positive regard for self and others.,,,,,,https://www.uwyo.edu/seo/upward-bound/about-us/index.html,seo@uwyo.edu,"125 College Dr, Room 443, Casper, WY 82601",,42.8550,-106.3460,,,307-268-2871,,,,,,,,,,,Transit &amp; Parking  Student Health Services  Counseling Center  Student Organization,,https://twitter.com/UWyonews,https://www.facebook.com/uwpride/,https://www.youtube.com/c/universityofwyoming,https://www.instagram.com/uofwyoming/,,Casper,,,,,
206,VIBES Fine & Performing Arts,,Belonging & Connection: Arts,"Established in 2013, VIBES Fine & Performing Arts is a family owned enrichment studio for all ages to experience the art of creating, experiencing, and performing music in Casper, Wyoming. VIBES provides music classes, lessons, and music therapy putting Good and Positive vibes out into our community.",,,,,,https://www.vibescasper.com/,frontdesk@vibescasper.com,"2008 CY Ave, Casper, WY 82604",,42.8310,-106.3476,,,307-333-6227,,,,,,,FREE,"safe,classes,classes,music therapy sessions,start at anytime&nbsp,enrichment days,state,national programs  Clinical",VIBES Fine & Performing Arts,,,,,http://www.facebook.com/2008/fbml,https://www.youtube.com/channel/UCzsqJ2KpGfg1zERa6kUcFTQ,http://instagram.com/vibescasper,,Casper,,,,,
207,Vision Outreach Services,,Disability: Physical,Provide support services for individuals who are blind or have low vision. Referrals made by each school within the district.,,,,,,https://edu.wyoming.gov/parents/special-education/vision-outreach/,,"Casper, WY",,42.8666,-106.3131,,,,,,,,,,,,,,,,,,,,,Casper,,,,,
210,Why We Talk,,Technology: Digital Safety,"Whether it’s peer pressure, curiosity, rebellion, coping mechanisms, or a combination of things, parents in Wyoming are faced with tough situations and even",,,,,,https://wywetalk.org/,rhea@wascop.com,"Casper, WY",,42.8666,-106.3131,,,5243810125,,,,,,,free,that they can understand,,,,,,http://facebook.com/CarbonCountyProjectPrevention,,,,Casper,,,,,
213,Wyoming Childrens Law Center,,Legal: General,"Provides legal services for matters affecting health, education, safety or well-being of a child or adult with disabilities. Includes education issues, custody disputes, guardianships, and supervised visitations.",,,,,,https://www.wyoclc.org/,office@wyoclc.org,"Casper, WY",,42.8666,-106.3131,,,307-632-3614,,,,,,,free,,,,,,,,,,,Casper,,,,,
214,Wyoming Council of the Blind,,Disability: Physical,"The following is a list of training, services, programs, support, and technology for individuals who are losing, or have lost their sight in Wyoming. It is intended to be a quick guide for family, friends, and individuals who have lost or are losing their vision. Each resource is described, along&hellip;",,,,,,https://www.wycb.info/resources,watr@uwyo.edu,"2436 S Poplar St, Casper, WY 82601",,42.8310,-106.3300,,,307-267-4602,,,,,,,Free,"around the clock,across diverse subject areas",,adaptation that helps individuals participate in everyday activities,Transition,,,https://www.facebook.com/WyomingCouncilOfTheBlind/,,,,Casper,,,,,
215,Wyoming Department of Workforce Services,,Education & Workforce: General,"Provides services to youth including career exploration and aptitude testing, labor market information, and vocational rehabilitation. Also offers training through the Workforce Innovation and Opportunity Act.",,,,,,https://dws.wyo.gov/,,"444 W Collins Dr Suite 1100, Casper, WY 82601",,42.8578,-106.3303,,,307-234-4591,,,,,,,,,Thyra Thompson State Building,,,,,,,,,Casper,,,,,
216,Wyoming Families for Hands & Voices,,Disability: Physical,Provides innovative support and services to families in Wyoming whose children are deaf or hard of hearing.,,,,,,https://www.wyhandsandvoices.org/,,"Casper, WY",,42.8666,-106.3131,,,307-780-6476,,,,,,,,,,,,,,https://www.facebook.com/Wyoming-Families-for-Hands-Voices-156926367701330/,https://www.youtube.com/embed/8Qr9RHOidV4?feature=oembed,https://www.instagram.com/wyhandsandvoices/,,Casper,,,,,
217,Wyoming Family Practice,,Healthcare: General,"Top providers from all healthcare sectors proudly serve Wyoming Family Practice. Compassionate and knowledgeable physicians, providers, behavioral health professionals, nurses, technicians and case managers form a powerful team on your journey to quality, comprehensive healthcare, regardless of your insurance coverage or ability to pay.",,,,,,https://wyomingfamilypractice.com/,,"1522 East A Street, Casper, WY 82601",,42.8510,-106.3050,,,307-234-6161,,,,,,,free . insurance,"English,Spanish 24/7   call,text",University of Wyoming Family Practice,,,,,https://www.facebook.com/profile.php?id=100057196580597,,https://www.instagram.com/wyomingfamilypractice/,,Casper,,,,,
218,Wyoming Food Bank,,Basic Needs: Food,Fresh food and agency pickups.,,,,,,https://wyomingfoodbank.org/,,"5150 Reserve Drive, Evansville, WY 82636",,42.8530,-106.2650,,,307-265-2172,,,,,,,,,Food Bank of Wyoming,,,,,,,,,Evansville,,,,,
219,Wyoming Food For Thought Project,,Basic Needs: Food,"Wyoming Food for Thought Project is a local, grassroots organization in Casper, WY dedicated to equitable food access & food justice.",,,,,,https://www.wyomingfoodforthoughtproject.org/,info@wyomingfoodforthoughtproject.org.org,"420 West 1st Street, Casper, WY 82601",,42.8503,-106.3290,,,307-337-1703,,,,,,,free,,,,,,,https://www.facebook.com/profile.php?id=61552960576394,,https://www.instagram.com/wyfftp/,,Casper,,,,,
220,Wyoming Housing Network,,Basic Needs: Housing,"Provides resources to families including homebuyer education, foreclosure counseling, reverse mortgage counseling, rental counseling, financial capabilities programs, and affordable housing.",,,,,,https://whninc.org/,,"2345 E 2nd St, Casper, WY 82609",,42.8487,-106.2950,,,307-472-5843,,,,,,,,,,,,,,,,,,Casper,,,,,
221,Wyoming Independent Living,,Disability: Intellectual,"Provides independent living services, transportation check program, community choice waiver services, veteran directed care, advocacy and peer support, and ADA training.",,,,,,https://www.wilr.org/,,"305 West 1st Street, Casper, WY 82601","Get Started Today 

 Advancing independence, dignity, and a world without barriers",42.8506,-106.3284,,,307-266-6956,,,,,,,Free,contact us at  (307) 266-6956,,"accessible format, contact us at  (307) 266-6956",,,,,,,,Casper,,,,,
223,Wyoming Vocational Rehabilitation,,Disability: General,Provides services to people with disabilities to establish and reach vocational goals that help them become productive working citizens.,,,,,,https://dws.wyo.gov/dws-division/vocational-rehabilitation/,,"444 W Collins Drive Suite 1200, Casper, WY 82601",,42.8578,-106.3303,,,307-261-2172,,,,,,,,,Thyra Thompson State Office Building,,,,,,,,,Casper,,,,,
224,YMCA Mobile Food Pantry,,Basic Needs: Food,"At the Y, membership means more than fitness. It means you belong. As a member of the Y you are part of the transformative work we do to strengthen community. We offer memberships that help you connect with your community and achieve your goals.",,,,,,https://casperymca.org,,"1611 Casper Mountain Road, Casper, WY 82601","Get Started Program  
		  Youth Fitness  
		  Programs for Active Older Adults  
		  Seminars  
		  Livestrong at the YMCA  
		  Ja",42.8270,-106.3300,,,307-234-9187,,,,,,,,,YMCA of Natrona County,,,https://casperymca.org/blog/,,https://www.facebook.com/tr?id=1701157390498390&ev=PageView&noscript=1,,https://www.instagram.com/ymcaofnatronacounty/?hl=en,,Casper,,,,,
225,YMCA of Natrona County,,Belonging & Connection: Recreational,"At the Y, membership means more than fitness. It means you belong. As a member of the Y you are part of the transformative work we do to strengthen community. We offer memberships that help you connect with your community and achieve your goals.",,,,,,https://casperymca.org/,,"1611 Casper Mountain Rd, Casper, WY 82601","Get Started Program  
		  Youth Fitness  
		  Programs for Active Older Adults  
		  Seminars  
		  Livestrong at the YMCA  
		  Ja",42.8270,-106.3300,,,307-234-9187,,,,,,,,,,,,https://casperymca.org/blog/,,https://www.facebook.com/tr?id=1701157390498390&ev=PageView&noscript=1,,https://www.instagram.com/ymcaofnatronacounty/?hl=en,,Casper,,,,,
212,Wyoming Behavioral Institute (Crisis),,Emergency Services: General,"Wyoming Behavioral Health Institute is a behavioral health facility in Casper, Wyoming that provides services to children, adolescents and adults.",,,,,Crisis,https://wbihelp.com/,,"2521 East 15th Street, Casper, WY 82609",,42.8346236,-106.2942131,,,307-237-7444,,,,,,,Insurance,for children,,,,https://wbihelp.com/blog/,,https://www.facebook.com/WyomingBehavioral/,,https://www.instagram.com/wyomingbehavioral/,,Casper,,,,,
211,WY Coalition Against DV and SA,,Legal: General,"Legal assistance for those who have experienced sexual assault, domestic violence, and stalking. Assistance with education, family law, housing, privacy, safety, criminal justice advocacy, employment, and immigration.",,,,,Domestic Violence,https://www.wyomingdvsa.org/legal-program,info@wyomingdvsa.org,"740 Luker Lane, Evansville, WY 82636",Get Started       Full Representation  Continuous representation of a client from the start of a case to its conclusion,42.8530,-106.2680,,,307-755-5482,,,,,,,Free,"Internship,Events      Training &#038",,,Transitional Housing    Prevention &#038; Public Awareness    Training &#038; Events,,,https://www.facebook.com/tr?id=905900265666563&amp;ev=PageView&amp;noscript=1,,https://www.instagram.com/wcadvsa/,,Evansville,,,,,
209,WellSpring Health Access,,LGBTQ+: General,"Offers gender affirming care including hormone therapy, wellness visits, STI/STD testing and treatment, assistance with changing legal documents, and behavioral health referrals.",,,,,LGBTQ-Friendly,https://wellspringaccess.org/,clinic@wellspringaccess.org,"918 East 2nd Street, Casper, WY 82601",appointment,42.8492,-106.3125,,,307-224-9570,,,,,,,insurance,support you deserve,,,,https://wellspringaccess.org/blog/,https://twitter.com/WellspringAcces,https://www.facebook.com/tr?id=930152269594487&ev=PageView&noscript=1,,https://www.instagram.com/wellspringhealthaccess/,,Casper,,,,,
226,Youth Crisis Center,,Basic Needs: Housing,"Provides a safe and supportive place for youth (18 and under) dealing with homelessness, running away, behavior challenges, family disturbance and conflict, abuse, neglect or abandonment.",,,,,"Crisis,Homeless Services",https://casperycc.org/,,"1656 East 12th Street, Casper, WY 82601",,42.8389220,-106.3035945,,,307-577-5718,,,,,,,free,from anyone else,,,,,,https://www.facebook.com/casperyouthcrisiscenter,,,,Casper,,,,,
222,Wyoming Rescue Mission,,Basic Needs: Housing,"Provides emergency shelter, meals, and recovery programs.",,,,,"Faith-Based,Substance Use",https://wyomission.org/,,"230 N Park Street, Casper, WY 82601",,42.8518,-106.3240,,,307-265-2251,,,,,,,,,,,,,,,,,,Casper,,,,,
228,Youth Diversion Program,,Violence & Justice: General,A pre-court program that allows juveniles to voluntarily participate in the program in exchange for an appearance in court and a conviction on their record.,,,,,,https://casperpolice.org/youthdiversion/,webpageupdate_subscribers@revize.com,"201 N David St, Casper, WY 82601","Walking Tours of Casper  
					  FAQs  
					  Places to Stay in Casper!  
				 
			 
			  Hogadon Basin Ski Area",42.8510,-106.3250,,,307-235-9642,,,,,,,Insurance,"English,Spanish",Hall of Justice,"ada  
										  Khmer  
										  Korean  
										  Lao  
										  La","Transit  
					  Casper Parking Plan  
					  Request for Proposals  
					  Staff D",,https://www.twitter.com/intent/tweet?url=http://www.casperwy.gov/community/police/index.php,https://www.facebook.com/sharer/sharer.php?u=http://www.casperwy.gov/community/police/index.php,https://www.youtube.com/channel/UCNqWUdQ2GpkLuJbl0zqhaRA,https://www.instagram.com/casperpolicedepartment/,,Casper,,,,,
229,Youth Diversion (Technology Class),,Technology: Digital Safety,"Provides a technology class on social media, bullying, and sexting.",,,,,,https://casperpolice.org/youthdiversion/,webpageupdate_subscribers@revize.com,"201 N David St, 1st Floor, Casper, WY 82601","Walking Tours of Casper  
					  FAQs  
					  Places to Stay in Casper!  
				 
			 
			  Hogadon Basin Ski Area",42.8510,-106.3250,,,307-235-9582,,,,,,,Insurance,"English,Spanish",Natrona County Sheriffs Office,"ada  
										  Khmer  
										  Korean  
										  Lao  
										  La","Transit  
					  Casper Parking Plan  
					  Request for Proposals  
					  Staff D",,https://www.twitter.com/intent/tweet?url=http://www.casperwy.gov/community/police/index.php,https://www.facebook.com/sharer/sharer.php?u=http://www.casperwy.gov/community/police/index.php,https://www.youtube.com/channel/UCNqWUdQ2GpkLuJbl0zqhaRA,https://www.instagram.com/casperpolicedepartment/,,Casper,,,,,
227,Youth Crisis Center (Family),,Family Life: General,"Provides a safe and supportive place for youth (18 and under) dealing with homelessness, running away, behavior challenges, family disturbance and conflict, abuse, neglect or abandonment.",,,,,"Crisis,Homeless Services",https://casperycc.org/,,"1656 E 12th Street, Casper, WY 82609",,42.8389220,-106.3035945,,,307-577-5716,,,,,,,free,from anyone else,,,,,,https://www.facebook.com/casperyouthcrisiscenter,,,,Casper,,,,,
230,Youth Empowerment Council,,Belonging & Connection: Leadership,"The Youth Empowerment Council (Y.E.C.) is a substance-free, responsible, open group of young leaders who collaborate to better the community, support one another, inspire youth, grow and lead by example.",,,,,"Free,Substance Use",https://mercercasper.com/youth-empowerment-council,mercer@mercercasper.com,"535 W Yellowstone Highway, Casper, WY 82601",,42.8473725,-106.3304308,,,307-265-7366,,,,,,,free,,Mercer Family Resource Center,accessible to anyone in the community!,,,,http://www.facebook.com/2008/fbml,,http://instagram.com/mercerfrc1971,,Casper,,,,,
